Total live births by birth order
Last modified: 25/09/2014
Code Year         Total            B1            B2            B3            B4           B5p
RUS  1985    2375147.02    1070719.05     919022.71     255958.96      70052.77      59393.49
RUS  1986    2485915.01    1052161.85     991494.45     298071.25      78861.58      65325.86
RUS  1987    2499974.04    1045559.84     995759.68     310521.05      81914.58      66218.84
RUS  1988    2348493.99    1027420.49     899326.78     280438.11      76778.15      64530.53
RUS  1989    2160558.98    1003856.49     788030.81     240862.35      68138.92      59670.40
RUS  1990    1988858.01     984537.15     680676.43     208032.58      61650.22      53961.64
RUS  1991    1794625.98     942147.49     573381.50     176189.71      54709.76      48197.45
RUS  1992    1587644.00     884649.18     475438.23     141469.62      46012.61      40074.47
RUS  1993    1378982.98     808496.03     398784.99     108917.35      34216.46      28568.19
RUS  1994    1408158.98     840039.05     401602.84     107274.25      32816.34      26426.50
RUS  1995    1363805.97     814539.77     389390.72     103393.07      31708.00      24774.46
RUS  1996    1304638.00     775334.94     375456.13      99392.29      30700.08      23754.51
RUS  1997    1259942.99     737697.36     370298.73      98609.67      30144.48      23192.77
RUS  1998    1283292.00     755127.20     376763.76      98265.81      30341.07      22794.19
RUS  1999    1214689.05     721221.96     351904.95      92448.85      27997.92      21115.28
RUS  2000    1266800.02     757367.27     368113.87      95182.17      26948.90      19187.79
RUS  2001    1311604.00     790400.35     382006.25      92927.93      27553.75      18715.68
RUS  2002    1396967.00     832327.63     414099.47     102446.83      28591.35      19501.65
RUS  2003    1477300.97     877922.60     441389.55     108933.03      29652.19      19403.71
RUS  2004    1502477.02     892221.47     452024.11     109475.15      29970.22      18785.98
RUS  2005    1457375.97     864382.26     440966.22     105793.02      28933.66      17300.90
RUS  2006    1479637.00     880026.26     448659.94     106793.40      27891.05      16266.34
RUS  2007    1610122.01     891814.44     527486.29     134673.62      35370.16      20777.42
RUS  2008    1713947.01     919834.86     577874.48     155537.39      39427.75      21272.43
RUS  2009    1761687.05     931344.46     605743.77     161231.51      41090.01      22277.16
RUS  2010    1788948.01     904471.76     644755.91     173292.21      43462.00      22966.18
SVK  1950      99720.93      31366.25      26915.44      16306.61       9429.46      15703.15
SVK  1951     100662.94      31429.42      26882.51      17050.28       9826.35      15474.40
SVK  1952     100823.97      30575.58      26794.38      17597.15      10384.10      15472.74
SVK  1953      99123.97      29429.21      26014.14      17810.80      10288.11      15581.77
SVK  1954      98309.93      28093.35      26411.93      17969.92      10543.74      15290.99
SVK  1955      99304.98      28804.72      26147.01      18122.15      10729.80      15501.29
SVK  1956      99466.96      29290.32      25968.19      17716.21      10789.57      15702.67
SVK  1957      97310.97      28746.72      25459.91      16871.07      10550.49      15682.79
SVK  1958      93272.00      27407.61      25183.95      16237.44       9714.66      14728.28
SVK  1959      87990.96      27402.89      24006.66      15329.01       8536.07      12716.39
SVK  1960      88411.97      27957.77      24093.65      15368.53       8395.49      12596.53
SVK  1961      87359.00      28364.00      24166.03      14951.96       8129.00      11747.99
SVK  1962      83898.97      27656.00      23588.01      13960.99       7542.01      11151.98
SVK  1963      87157.97      28170.99      24725.03      14993.98       7784.93      11482.95
SVK  1964      86877.99      27991.05      24822.00      15137.01       7717.02      11210.99
SVK  1965      84256.96      27438.20      24381.31      14184.08       7462.16      10791.21
SVK  1966      81452.96      27580.19      23895.56      13288.86       6861.39       9827.08
SVK  1967      77537.01      27870.92      22821.51      12100.06       6004.10       8740.42
SVK  1968      76369.94      28683.00      22385.05      11627.01       5610.96       8063.97
SVK  1969      79769.04      30819.02      23797.04      11935.01       5658.00       7559.99
SVK  1970      80665.95      31634.99      24965.97      11860.01       5404.00       6800.99
SVK  1971      83061.98      32851.04      26522.68      11950.20       5215.03       6523.01
SVK  1972      87794.06      34500.99      28497.02      13160.01       5387.01       6248.96
SVK  1973      92953.01      35029.00      31878.02      14277.02       5616.01       6152.99
SVK  1974      97584.98      38054.79      32967.17      15034.07       5673.99       5854.95
SVK  1975      97649.01      38829.88      32799.13      15156.01       5411.02       5452.98
SVK  1976      99813.94      39445.18      34262.91      15600.87       5403.35       5101.72
SVK  1977      99533.01      39599.70      34586.52      15571.53       5286.20       4489.11
SVK  1978     100192.99      40190.30      34755.67      15710.51       5298.25       4238.28
SVK  1979     100240.09      39984.33      35458.33      15621.33       5150.06       4026.00
SVK  1980      95100.00      38177.81      33588.25      14645.71       4952.45       3735.83
SVK  1981      93290.05      36324.91      33164.20      15079.57       4998.20       3723.14
SVK  1982      92617.98      36837.00      32651.98      14749.06       4917.03       3462.94
SVK  1983      92053.01      36681.93      32218.84      14554.11       4953.03       3645.02
SVK  1984      90843.03      36473.03      31910.38      14184.35       4754.13       3521.14
SVK  1985      90155.02      36487.57      31674.90      13931.40       4815.11       3246.00
SVK  1986      87138.01      35105.99      30949.00      13682.00       4421.00       2979.97
SVK  1987      84006.01      34700.00      29901.98      12406.00       4140.99       2857.02
SVK  1988      83242.01      34147.99      29804.99      12437.00       4115.99       2736.00
SVK  1989      80116.00      33130.00      28423.00      11847.00       4073.99       2642.00
SVK  1990      79989.01      33348.01      28146.00      11718.01       4043.00       2734.01
SVK  1991      78569.01      34668.00      25873.99      11373.99       3981.00       2672.00
SVK  1992      74640.00      32435.00      24775.00      10545.00       3982.00       2903.00
SVK  1993      73256.00      31740.00      24551.00      10350.00       3848.00       2767.00
SVK  1994      66370.00      28757.01      22116.00       9267.00       3478.00       2752.00
SVK  1995      61427.00      26604.00      20582.00       8343.00       3241.00       2657.00
SVK  1996      60123.00      25786.00      19768.00       8108.00       3483.00       2978.00
SVK  1997      59111.00      25559.00      19401.00       7765.00       3328.00       3058.00
SVK  1998      57582.00      25274.00      18961.00       7325.00       2942.00       3080.00
SVK  1999      56223.00      25143.00      18194.00       6926.00       2889.00       3071.00
SVK  2000      55151.00      25240.00      17601.00       6554.00       2709.00       3047.00
SVK  2001      51136.00      22751.00      16621.00       6167.00       2582.00       3015.00
SVK  2002      50841.00      23131.00      16331.00       6098.00       2414.00       2867.00
SVK  2003      51713.00      23622.00      16577.00       6036.00       2456.00       3022.00
SVK  2004      53747.00      25156.00      16769.00       6239.00       2452.00       3131.00
SVK  2005      54430.00      25250.00      17336.00       6220.00       2484.00       3140.00
SVK  2006      53904.00      25239.00      17160.00       6111.00       2396.00       2998.00
SVK  2007      54424.00      25697.00      17435.00       6139.00       2195.00       2958.00
SVK  2008      57360.00      27857.00      17958.00       6289.00       2318.00       2938.00
SVK  2009      61217.00      29444.00      19565.00       6872.00       2353.00       2983.00
SVN  1983      27200.00      13105.00      10612.01       2602.98        592.99        287.00
SVN  1984      26274.01      12883.99      10113.00       2457.00        533.00        287.00
SVN  1985      25933.00      12611.00       9982.00       2475.00        601.00        264.00
SVN  1986      25570.00      12084.00      10149.00       2514.00        564.00        259.00
SVN  1987      25592.00      12130.00      10180.00       2480.00        544.00        258.00
SVN  1988      25209.00      12011.00       9921.00       2456.00        574.00        247.00
SVN  1989      23447.00      11237.00       9115.00       2326.00        556.00        213.00
SVN  1990      22368.00      10672.00       8827.00       2200.00        444.00        225.00
SVN  1991      21583.00      10210.00       8510.00       2179.00        440.00        244.00
SVN  1992      19981.99       9847.27       7579.23       1937.21        406.19        212.21
SVN  1993      19793.00       9391.00       7743.00       2017.00        450.00        192.00
SVN  1994      19463.01       9108.97       7708.97       2020.00        417.00        208.00
SVN  1995      18980.00       8780.00       7482.00       2073.00        458.00        187.00
SVN  1996      18788.00       8781.00       7364.00       2050.00        410.00        183.00
SVN  1997      18165.00       8665.00       6847.00       2012.00        458.00        183.00
SVN  1998      17856.00       8652.00       6674.00       1966.00        407.00        157.00
SVN  1999      17533.00       8680.00       6393.00       1870.00        391.00        199.00
SVN  2000      18180.00       9132.00       6540.00       1874.00        454.00        180.00
SVN  2001      17477.00       8599.00       6371.00       1865.00        441.00        201.00
SVN  2002      17501.00       8963.00       6103.00       1829.00        424.00        182.00
SVN  2003      17321.00       8676.00       6281.00       1800.00        374.00        190.00
SVN  2004      17961.00       8962.00       6430.00       1972.00        391.00        206.00
SVN  2005      18157.00       9157.00       6486.00       1928.00        391.00        195.00
SVN  2006      18932.00       9396.00       6783.00       2058.00        476.00        219.00
SVN  2007      19823.00       9654.00       7237.00       2229.00        484.00        219.00
SVN  2008      21817.00      10800.00       7927.00       2346.00        516.00        228.00
SVN  2009      21856.00      10734.00       7960.00       2349.00        571.00        242.00
SWE  1970     110180.00      48388.00      39512.00      15161.00       4571.00       2548.00
SWE  1971     114538.00      51397.00      40780.00      15463.00       4548.00       2350.00
SWE  1972     112433.00      50336.00      40555.00      15210.00       4240.00       2092.00
SWE  1973     109788.00      49127.00      39623.00      15039.00       4064.00       1935.00
SWE  1974     110045.00      48676.00      40830.00      14889.00       3905.00       1745.00
SWE  1975     103759.00      46058.00      39062.00      13635.00       3410.00       1594.00
SWE  1976      98412.00      42985.00      37983.00      12817.00       3191.00       1436.00
SWE  1977      96142.00      40970.00      38001.00      12674.00       3133.00       1364.00
SWE  1978      93346.00      38641.00      36981.00      13084.00       3269.00       1371.00
SWE  1979      96387.00      39406.00      37149.00      14649.00       3672.00       1511.00
SWE  1980      97230.00      40274.00      36534.00      14964.00       3895.00       1563.00
SWE  1981      94183.00      38594.00      35130.00      15135.00       3828.00       1496.00
SWE  1982      93087.00      37921.00      34592.00      15199.00       3846.00       1529.00
SWE  1983      91879.00      37281.00      33732.00      15303.00       4081.00       1482.00
SWE  1984      94012.00      37685.00      34250.00      15958.00       4438.00       1681.00
SWE  1985      98532.00      39690.00      34973.00      17101.00       4901.00       1867.00
SWE  1986     101967.00      42262.00      35534.00      17266.00       4985.00       1920.00
SWE  1987     104798.00      43891.00      36831.00      17091.00       4984.00       2001.00
SWE  1988     112392.00      47033.00      39604.00      18254.00       5344.00       2157.00
SWE  1989     116378.00      49302.00      40264.00      18890.00       5661.00       2261.00
SWE  1990     124489.00      52471.00      42995.00      20037.00       6336.00       2650.00
SWE  1991     123824.00      51025.00      43387.00      20341.00       6287.00       2784.00
SWE  1992     122336.00      48675.00      44397.00      19994.00       6507.00       2763.00
SWE  1993     117395.00      46452.00      42955.00      19040.00       6019.00       2929.00
SWE  1994     112312.00      44216.00      42028.00      17771.00       5537.00       2760.00
SWE  1995     103483.00      41297.00      38671.00      16287.00       4855.00       2373.00
SWE  1996      95424.00      39171.00      35677.00      14177.00       4167.00       2232.00
SWE  1997      90691.00      37512.00      34052.00      13085.00       3990.00       2052.00
SWE  1998      89781.00      36959.00      33447.00      13277.00       3947.00       2151.00
SWE  1999      88999.00      37423.00      32472.00      13121.00       3898.00       2085.00
SWE  2000      91313.00      39796.00      32014.00      13282.00       3963.00       2258.00
SWE  2001      92217.00      40744.00      32538.00      12967.00       3864.00       2104.00
SWE  2002      96737.00      43568.00      34277.00      13031.00       3773.00       2088.00
SWE  2003     100206.00      44662.00      35778.00      13681.00       3999.00       2086.00
SWE  2004     102029.00      45360.00      36948.00      13741.00       3855.00       2125.00
SWE  2005     102381.00      45188.00      37720.00      13510.00       3914.00       2049.00
SWE  2006     106802.00      47479.00      39060.00      14199.00       3941.00       2123.00
SWE  2007     108173.00      48375.00      39082.00      14587.00       3962.00       2167.00
SWE  2008     109912.00      49657.00      39393.00      14667.00       3981.00       2214.00
SWE  2009     111937.00      50530.00      40707.00      14545.00       3919.00       2236.00
SWE  2010     115762.00      51558.00      42515.00      15288.00       4052.00       2349.00
SWE  2011     111690.00      49168.00      41568.00      14664.00       4022.00       2268.00
CHE  1998      78949.00      36204.41      29074.29      10096.12       2650.55        923.61
CHE  1999      78408.00      36762.87      28352.36       9848.31       2500.60        943.82
CHE  2000      78458.00      36807.83      28361.63       9749.85       2604.46        934.22
CHE  2001      72294.99      34554.86      26155.22       8615.70       2189.53        779.68
CHE  2002      72371.99      34733.46      26232.99       8558.58       2113.40        733.50
CHE  2003      71848.00      34935.70      25749.32       8479.25       1968.59        715.17
CHE  2004      73081.98      36098.52      26107.17       8267.71       1944.63        663.94
CHE  2005      72903.00      36449.43      25620.08       8235.36       1924.09        674.04
CHE  2006      73371.01      36599.01      25939.00       8293.00       1896.00        644.00
CHE  2007      74494.00      36687.99      27020.00       8163.99       2008.00        614.00
CHE  2008      76690.99      37408.00      27865.01       8695.00       2051.00        671.99
CHE  2009      78286.00      38294.01      28429.00       8817.99       2081.00        664.00
CHE  2010      80290.00      39591.00      29065.01       9017.02       2004.01        612.99
CHE  2011      80807.99      39719.99      29415.00       9027.02       2022.99        623.00
TWN  1976     424676.98     148751.99     117815.99      82733.99      42681.00      32694.00
TWN  1977     393633.01     142405.99     115096.02      73695.99      36040.00      26394.99
TWN  1978     411637.02     146075.00     125622.00      81314.99      35433.00      23191.99
TWN  1979     421719.99     156594.00     127112.02      84017.99      34119.01      19877.00
TWN  1980     411893.00     150131.02     127980.98      83004.01      33351.00      17426.01
TWN  1981     414508.01     155434.01     130192.97      81890.99      31836.00      15153.99
TWN  1982     401905.00     154836.99     126860.00      77320.00      29449.99      13438.00
TWN  1983     381028.98     146559.02     125832.01      72068.99      25138.00      11431.01
TWN  1984     368811.98     145044.99     126768.00      65883.01      21492.00       9623.99
TWN  1985     342958.99     138214.02     119744.01      59451.00      17943.02       7606.99
TWN  1986     306328.01     132567.00     103914.00      49171.99      14371.00       6304.01
TWN  1987     313282.00     132481.97     112286.98      50134.02      13197.99       5181.00
TWN  1988     342227.02     137778.99     125290.00      59264.00      14767.00       5127.02
TWN  1989     312983.99     136325.99     109544.98      50518.00      12326.00       4268.99
TWN  1990     336306.00     144130.98     121190.02      55008.01      12123.00       3853.99
TWN  1991     319680.00     134811.00     116736.99      53085.98      11488.01       3557.99
TWN  1992     321404.99     140526.02     114255.98      52309.00      11044.00       3270.01
TWN  1993     325994.02     142391.02     116600.98      53086.02      10898.99       3017.01
TWN  1994     323768.01     140871.00     118184.99      51931.01      10057.00       2723.99
TWN  1995     326546.99     143053.01     119831.99      51423.02       9730.99       2507.99
TWN  1996     324317.00     139390.01     120025.01      52415.99       9962.99       2522.99
TWN  1997     324980.02     140733.00     120695.01      51611.99       9515.99       2424.02
TWN  1998     268881.02     123572.01      93756.02      41340.99       8115.00       2097.00
TWN  1999     284072.99     128925.99     107702.01      38930.00       6848.99       1665.99
TWN  2000     307199.98     143025.00     112734.98      41884.01       7678.01       1878.00
TWN  2001     257865.99     128499.01      91058.02      31261.01       5555.00       1493.00
TWN  2002     246758.01     123767.01      90544.00      26230.01       4819.00       1398.00
TWN  2003     227447.00     116732.99      83301.01      22017.99       4082.00       1312.99
TWN  2004     217685.02     114020.98      78667.99      20107.01       3737.00       1152.00
TWN  2005     206465.00     105755.00      77143.00      18981.00       3472.00       1114.00
TWN  2006     205720.00     108343.00      74548.99      18317.00       3327.00       1184.00
TWN  2007     203711.01     107540.99      74416.00      17411.00       3261.00       1082.00
TWN  2008     196486.00     104610.01      71434.00      16344.00       2987.00       1111.00
TWN  2009     192132.98     103098.98      70172.00      15103.00       2732.00       1027.00
TWN  2010     166472.99      88362.98      60157.00      14240.00       2685.00       1028.00
GBR_NIR  1997      24087.00       9318.00       7491.00       4229.00       1829.00       1220.00
GBR_NIR  1998      23668.00       9252.00       7385.00       4176.00       1712.00       1142.99
GBR_NIR  1999      22957.00       9358.00       7203.00       3733.00       1629.00       1034.00
GBR_NIR  2000      21512.00       8666.00       6722.00       3634.00       1533.00        957.00
GBR_NIR  2001      21962.00       8722.00       7173.00       3672.00       1493.00        902.00
GBR_NIR  2002      21385.00       8842.01       6878.00       3481.00       1362.00        822.00
GBR_NIR  2003      21648.00       9003.00       7035.00       3507.00       1310.00        793.00
GBR_NIR  2004      22318.00       9267.00       7398.00       3607.00       1317.00        729.00
GBR_NIR  2005      22328.00       9546.00       7170.00       3578.00       1329.00        705.00
GBR_NIR  2006      23272.00       9945.00       7555.00       3654.00       1399.00        719.00
GBR_NIR  2007      24451.00      10383.00       8022.00       3917.00       1437.00        692.00
GBR_NIR  2008      25631.00      10989.00       8376.00       4041.00       1501.00        724.00
GBR_NIR  2009      24910.00      10733.00       8177.00       3888.00       1385.00        727.00
GBR_NIR  2010      25315.00      10548.00       8571.00       4069.00       1442.00        685.00
GBR_NIR  2011      25273.00      10381.00       8607.00       4094.00       1504.00        687.00
USA  1933    2081231.93     657080.60     467717.34     300804.21     200761.59     454868.18
USA  1934    2167635.98     714986.19     484236.84     306685.50     203791.62     457935.92
USA  1935    2155105.01     752009.15     478404.46     295174.24     194712.92     434804.22
USA  1936    2144790.00     764732.50     491807.53     289313.76     187042.65     411893.60
USA  1937    2203336.98     810045.58     514050.75     292414.53     184471.17     402354.94
USA  1938    2286961.95     857182.95     545513.31     303640.67     184969.79     395655.31
USA  1939    2265587.99     845526.58     554890.92     305170.28     182281.62     377718.56
USA  1940    2360398.98     873053.25     594548.43     324757.30     189125.28     378914.74
USA  1941    2513426.99     976843.20     630276.13     338215.98     193580.75     374510.96
USA  1942    2808996.01    1155493.86     709521.69     366370.29     203240.36     374369.84
USA  1943    2934859.99    1084726.01     798628.48     422176.12     229266.82     400062.63
USA  1944    2794800.01     957181.93     753836.29     436302.36     238737.56     408741.84
USA  1945    2735456.02     924493.25     734493.09     428661.08     237785.71     410022.98
USA  1946    3288672.02    1249968.65     905403.20     470773.25     252301.63     410225.24
USA  1947    3699940.03    1530036.63     992673.43     509417.78     258221.66     409590.48
USA  1948    3535067.97    1308109.90    1023804.94     531605.28     263689.49     407858.42
USA  1949    3559529.00    1206396.23    1070316.84     572394.67     285386.46     425034.74
USA  1950    3554149.01    1117996.56    1077339.82     619208.28     307114.18     432490.15
USA  1951    3750850.00    1174987.57    1098690.82     675350.05     344285.08     457536.40
USA  1952    3846985.96    1150346.08    1105955.58     723136.05     380642.37     486905.78
USA  1953    3902120.01    1132332.38    1103728.92     743673.24     406081.40     516304.06
USA  1954    4017362.05    1142353.83    1104466.63     776135.99     436830.07     557575.48
USA  1955    4047294.97    1122331.37    1089799.76     790483.19     455808.17     588872.46
USA  1956    4163090.00    1149821.09    1095718.64     811948.60     477836.15     627765.54
USA  1957    4254784.01    1164531.90    1097428.58     829882.16     499089.34     663852.07
USA  1958    4203812.00    1126241.09    1072839.58     817783.27     505886.15     681062.00
USA  1959    4244796.02    1119179.18    1065142.74     822763.93     520907.88     716802.21
USA  1960    4257850.00    1116893.22    1051262.69     822093.68     527947.39     739653.07
USA  1961    4268325.99    1126078.30    1030532.40     814225.88     532052.59     765436.81
USA  1962    4167362.00    1112883.23    1001699.23     782837.77     514000.95     755940.85
USA  1963    4098020.00    1129769.67     987152.10     751996.46     494529.21     734572.52
USA  1964    4027490.00    1166388.31     964722.75     720639.29     470474.84     705264.85
USA  1965    3760358.00    1158769.35     911124.83     647090.77     416549.05     626824.13
USA  1966    3606274.00    1225481.79     888444.53     585115.12     362874.55     544358.04
USA  1967    3520959.00    1237651.78     907540.09     560370.20     333679.85     481717.09
USA  1968    3501564.00    1312350.92     918536.55     539503.01     307839.96     423333.52
USA  1969    3600206.00    1365561.86     972530.48     559453.28     306518.68     396141.73
USA  1970    3731386.00    1450321.98    1025248.40     578799.63     304322.61     372693.36
USA  1971    3555970.00    1395801.45    1006522.65     543904.72     278655.68     331085.48
USA  1972    3258411.00    1329795.90     955490.03     472805.93     233770.27     266548.92
USA  1973    3136965.00    1307171.13     955636.42     444334.83     205785.24     224037.37
USA  1974    3159958.00    1336736.33     995263.32     441493.27     192094.97     194370.16
USA  1975    3144198.00    1337137.72     997018.38     446020.63     185734.80     178286.52
USA  1976    3167788.00    1341981.57    1014974.53     460814.61     183351.53     166665.85
USA  1977    3326632.00    1403306.24    1074748.73     496008.26     190843.50     161725.30
USA  1978    3333279.00    1415775.96    1072006.03     501032.19     191667.98     152796.86
USA  1979    3494398.00    1489973.06    1125018.89     527528.47     199101.03     152776.55
USA  1980    3612258.00    1560411.62    1153642.82     541486.31     203766.36     152950.83
USA  1981    3629238.00    1563342.90    1165529.83     546992.62     204867.54     148505.13
USA  1982    3680537.00    1565041.01    1200476.76     559956.79     208054.23     147008.15
USA  1983    3638933.00    1539161.53    1192035.24     556694.02     207016.09     144026.05
USA  1984    3669141.00    1537241.68    1215421.08     565916.43     208438.91     142122.91
USA  1985    3760561.00    1564104.14    1249599.14     588078.05     215760.82     143018.88
USA  1986    3756547.00    1562074.83    1239186.10     593259.21     218350.96     143675.86
USA  1987    3809394.00    1574263.54    1252756.58     610782.09     225487.21     146104.62
USA  1988    3909510.00    1604165.33    1279883.88     634783.15     237591.78     153085.87
USA  1989    4040958.00    1656964.60    1307685.59     661414.66     251300.43     163592.62
USA  1990    4158212.00    1699292.58    1339508.39     683319.48     263109.77     172981.79
USA  1991    4110907.00    1674523.03    1320962.42     675076.16     263772.25     176573.14
USA  1992    4065014.00    1639658.93    1317363.76     668250.91     261993.71     177746.74
USA  1993    4000240.00    1626854.92    1295185.02     648633.76     254847.98     174718.30
USA  1994    3952767.00    1628368.04    1273248.17     635169.55     247052.02     168929.21
USA  1995    3899589.00    1622055.28    1252291.76     622206.69     239384.14     163651.11
USA  1996    3891494.00    1598728.82    1259247.22     628473.99     241588.58     163455.45
USA  1997    3880894.00    1582291.27    1260948.52     631887.19     242702.93     163063.95
USA  1998    3941553.00    1587676.17    1289122.31     650626.09     249509.19     164619.35
USA  1999    3959417.00    1596177.03    1291386.68     655995.95     251533.48     164323.87
USA  2000    4058814.00    1629512.13    1318304.11     679519.05     261116.98     170361.69
USA  2001    4025933.00    1600632.08    1313159.66     677997.45     264118.38     170025.47
USA  2002    4021726.00    1598933.10    1310104.63     677004.82     264952.86     170730.53
USA  2003    4089949.99    1638691.17    1324345.95     686329.15     268490.99     172092.65
USA  2004    4112052.00    1638413.92    1325361.55     697059.92     274835.47     176381.19
USA  2005    4138349.01    1644765.23    1332226.40     702674.76     279530.21     179152.35
USA  2006    4265555.00    1706159.41    1362027.54     720780.19     290451.94     186135.83
USA  2007    4316233.00    1733872.71    1369893.45     726066.83     295428.18     190971.78
USA  2008    4247694.00    1714475.78    1338942.52     709610.89     293223.80     191440.96
USA  2009    4130665.01    1670953.59    1299436.11     683531.31     285928.87     190815.15
USA  2010    3999386.00    1615650.46    1258667.78     660020.19     276427.34     188620.15
UKR  1959     880552.00     419721.54     269852.50     106799.67      42368.05      41810.21
UKR  1960     878768.01     419567.76     272723.65     105803.99      40648.49      40024.08
UKR  1961     843482.01     391313.45     276719.55     100890.40      37976.21      36582.40
UKR  1962     823151.04     393618.08     261769.41      97465.89      36177.92      34119.73
UKR  1963     794969.03     366308.35     264386.24      96361.05      34893.68      33019.71
UKR  1964     741668.05     341872.42     250613.24      87898.51      31500.30      29783.45
UKR  1965     692153.01     308793.35     242230.18      83467.89      29819.12      27842.49
UKR  1966     713492.01     317035.92     248805.51      87561.67      31142.52      28946.45
UKR  1967     699381.02     317438.39     242360.59      83674.60      29108.65      26798.66
UKR  1968     693064.00     323358.48     238147.59      78453.73      27449.41      25654.75
UKR  1969     687991.00     324078.79     240545.00      74264.16      25432.73      23670.36
UKR  1970     719213.03     354306.91     242721.97      75078.02      24217.52      22888.61
UKR  1971     736690.96     374970.92     242343.84      74083.07      23518.81      21774.40
UKR  1972     745696.01     386222.97     243525.11      72477.66      22916.72      20553.52
UKR  1973     719559.90     381291.97     232432.76      65956.03      20815.81      19063.46
UKR  1974     736615.96     386097.22     243375.58      66048.73      21105.37      19989.04
UKR  1975     738857.02     385696.09     246288.01      66287.10      20598.56      19987.26
UKR  1976     747068.98     394444.86     249125.49      63811.91      19958.06      19728.53
UKR  1977     726217.02     377582.14     250204.40      61708.50      18669.68      18052.27
UKR  1978     732186.96     390437.76     248784.09      57849.84      17813.93      17301.33
UKR  1979     735188.00     396762.27     250267.57      55853.51      16408.27      15896.38
UKR  1980     742488.99     405254.95     252406.47      53966.16      15879.26      14982.11
UKR  1981     733183.02     379755.59     265573.24      56819.46      16287.22      14747.48
UKR  1982     745591.00     379734.72     274069.96      60273.43      16530.90      14982.06
UKR  1983     807111.01     385419.34     317101.76      71229.95      18023.97      15335.93
UKR  1984     792035.01     380649.41     307381.02      70676.33      18118.09      15210.09
UKR  1985     762774.98     360591.87     298999.88      69532.50      18311.83      15338.86
UKR  1986     792574.02     360049.41     317376.41      77443.40      20335.41      17369.38
UKR  1987     760851.02     350662.78     299485.23      73746.84      19781.99      17174.11
UKR  1988     744055.97     355247.82     285348.11      68292.35      18258.62      16909.05
UKR  1989     690981.00     341552.67     257315.23      60202.83      16466.52      15443.71
UKR  1990     657202.00     343657.06     229605.42      54208.92      15174.57      14556.08
UKR  1991     630813.01     342831.47     208809.12      50604.26      14930.29      13637.90
UKR  1992     596785.05     333462.56     190858.33      46321.62      13550.24      12592.30
UKR  1993     557466.99     313603.70     177064.78      42308.88      12609.14      11880.54
UKR  1994     521544.98     302316.49     158642.60      37967.41      11595.94      11022.44
UKR  1995     492861.00     290437.79     147419.80      34547.79      10551.77       9903.79
UKR  1996     467211.07     278520.36     137739.43      31879.36       9825.37       9246.41
UKR  1997     442581.01     263304.81     130579.77      30253.81       9466.82       8975.79
UKR  1998     419237.98     249751.42     123251.41      28527.37       9056.40       8651.44
UKR  1999     389208.06     230832.81     115096.31      26558.79       8540.78       8179.39
UKR  2000     385126.01     231288.14     112940.56      25463.69       7927.30       7506.32
UKR  2001     376477.99     226311.65     111546.17      24096.78       7503.37       7020.07
UKR  2002     390687.99     232445.95     118343.41      25312.98       7553.13       7032.47
UKR  2003     408588.96     243335.34     124523.10      26153.98       7520.63       7055.97
UKR  2004     427259.01     258135.19     127611.86      26718.01       7752.32       7041.54
UKR  2005     426086.05     251675.79     131214.11      27988.08       8057.96       7150.08
UKR  2006     460367.99     261724.06     149985.56      32003.45       8928.12       7726.78
UKR  2007     472657.01     267842.41     154771.29      33029.10       9265.62       7748.59
UKR  2008     510589.03     281649.56     170310.35      39523.31      10447.36       8658.32
UKR  2009     512525.02     272005.86     176327.35      43465.87      11470.60       9255.21
